net,length_um
_02674_,7.2
_02787_,7.2
_03136_,7.2
_03229_,7.2
_04228_,7.2
_04422_,7.2
_04455_,7.2
_04610_,7.2
_05095_,7.2
_05113_,7.2
_05304_,7.2
_06284_,7.2
_06313_,7.2
_06455_,7.2
_06494_,7.2
_06532_,7.2
_03475_,7.19
_00018_,7.18
_00170_,7.18
_00172_,7.18
_00301_,7.18
_03438_,7.18
_03970_,7.18
_03975_,7.18
_04059_,7.18
_04447_,7.18
_04952_,7.18
_05547_,7.18
_06280_,7.18
_06360_,7.18
_06690_,7.18
acc\[14\]\[19\],7.18
_02075_,7.16
_01020_,7.155
_04900_,7.14
_06246_,7.14
_01285_,7.12
_03473_,7.12
_03581_,7.12
_05015_,7.12
_05805_,7.12
_06635_,7.12
_06828_,7.12
_00154_,7.1
_00888_,7.1
_01099_,7.1
_01140_,7.1
_01168_,7.1
_01189_,7.1
_01905_,7.1
_02239_,7.1
_03003_,7.1
_03239_,7.1
_03363_,7.1
_03492_,7.1
_03728_,7.1
_03837_,7.1
_04421_,7.1
_04798_,7.1
_04978_,7.1
_05081_,7.1
_05121_,7.1
_05345_,7.1
_05621_,7.1
_05690_,7.1
_00286_,7.08
_01145_,7.08
_01459_,7.08
_01685_,7.08
_03064_,7.08
_03281_,7.08
_03900_,7.08
_04779_,7.08
_05148_,7.08
_05572_,7.08
_05628_,7.08
_06156_,7.08
_06867_,7.08
acc\[6\]\[16\],7.08
_01005_,7.06
_01549_,7.06
_01694_,7.06
_01793_,7.06
_01858_,7.06
_01986_,7.06
_02329_,7.06
_02617_,7.06
_02824_,7.06
_03041_,7.06
_03901_,7.06
_04236_,7.06
_04886_,7.06
_05010_,7.06
_05102_,7.06
_05262_,7.06
_05369_,7.06
_05394_,7.06
_05468_,7.06
_05714_,7.06
_05976_,7.06
_06062_,7.06
_06093_,7.06
_06172_,7.06
_06239_,7.06
_06472_,7.06
_06919_,7.06
_07044_,7.06
acc\[7\]\[16\],7.06
_06304_,7.04
_01110_,7.02
_02595_,7.01
filter_in[1],7.01
_01511_,7
_02231_,7
_02622_,7
_03045_,7
_06604_,7
_00895_,6.98
_01585_,6.98
_02283_,6.98
_02854_,6.98
_03122_,6.98
_03277_,6.98
_03330_,6.98
_04359_,6.98
_04624_,6.98
_04719_,6.98
_04907_,6.98
_04998_,6.98
_05780_,6.98
_05872_,6.98
_06214_,6.98
_06389_,6.98
_06474_,6.98
_06702_,6.98
_01475_,6.96
_01648_,6.96
_03830_,6.96
_05442_,6.96
_05475_,6.96
_06010_,6.96
_06818_,6.96
_00881_,6.94
_01051_,6.94
_03127_,6.94
_04653_,6.94
_06562_,6.94
_01751_,6.935
_00796_,6.91
_00151_,6.905
_02921_,6.885
_00262_,6.88
_01150_,6.88
_01770_,6.88
_02310_,6.88
_02633_,6.88
_04318_,6.88
_04461_,6.88
_05823_,6.88
_00252_,6.86
_00292_,6.86
_03397_,6.86
_03520_,6.86
_03700_,6.86
_03938_,6.86
_04591_,6.86
_04600_,6.86
_04631_,6.86
_04668_,6.86
_04857_,6.86
_05220_,6.86
_06661_,6.86
_00317_,6.84
_03017_,6.82
_03529_,6.82
_04078_,6.82
_04221_,6.82
_05357_,6.82
_06380_,6.82
_06746_,6.82
_06903_,6.82
_02322_,6.81
_00475_,6.8
_00202_,6.78
_01352_,6.78
_01805_,6.78
_05242_,6.78
_05648_,6.78
_05981_,6.78
_07040_,6.78
_07144_,6.78
_07183_,6.78
_07234_,6.78
acc\[13\]\[17\],6.78
_01381_,6.76
_01924_,6.76
_02293_,6.76
_02380_,6.76
_03396_,6.76
_03430_,6.76
_03533_,6.76
_03848_,6.76
_04562_,6.76
_06894_,6.76
_07022_,6.76
acc\[0\]\[22\],6.76
acc\[13\]\[21\],6.76
acc\[13\]\[8\],6.76
_01623_,6.74
_02728_,6.74
_03222_,6.74
_03313_,6.74
_03484_,6.74
_03794_,6.74
_04024_,6.74
_04138_,6.74
_04176_,6.74
_04541_,6.74
_04586_,6.74
_04855_,6.74
_05791_,6.74
_05968_,6.74
_06232_,6.74
_06694_,6.74
_06715_,6.74
_06886_,6.74
_00116_,6.72
_00236_,6.72
_00241_,6.72
_00843_,6.72
_01675_,6.72
_01707_,6.72
_01802_,6.72
_01922_,6.72
_02124_,6.72
_02325_,6.72
_02963_,6.72
_03418_,6.72
_03597_,6.72
_03953_,6.72
_04104_,6.72
_04152_,6.72
_04459_,6.72
_04809_,6.72
_04833_,6.72
_05123_,6.72
_05236_,6.72
_05300_,6.72
_05506_,6.72
_05747_,6.72
_05828_,6.72
_06028_,6.72
_06219_,6.72
_06294_,6.72
_06502_,6.72
_06737_,6.72
_06773_,6.72
_06911_,6.72
_07175_,6.72
acc\[13\]\[7\],6.72
acc\[14\]\[9\],6.72
acc\[4\]\[31\],6.72
_05617_,6.7
_01814_,6.67
_01265_,6.66
_01341_,6.66
_01490_,6.66
_02691_,6.66
_02759_,6.66
_03452_,6.66
_03564_,6.66
_04423_,6.66
_04703_,6.66
_05706_,6.66
_06115_,6.66
_06750_,6.66
_07082_,6.66
_00642_,6.65
_05065_,6.65
_00949_,6.64
_01133_,6.64
_01169_,6.64
_01369_,6.64
_01525_,6.64
_01970_,6.64
_02122_,6.64
_02223_,6.64
_02712_,6.64
_02723_,6.64
_02834_,6.64
_03341_,6.64
_03584_,6.64
_03638_,6.64
_03787_,6.64
_04256_,6.64
_04296_,6.64
_05104_,6.64
_05941_,6.64
_06018_,6.64
_06209_,6.64
_06481_,6.64
_06697_,6.64
_06899_,6.64
_07021_,6.64
_07130_,6.64
acc\[6\]\[13\],6.64
_01155_,6.62
_02206_,6.62
_02457_,6.62
_03754_,6.62
_04677_,6.62
_04837_,6.62
_05493_,6.62
_05869_,6.62
_05924_,6.62
_06631_,6.62
_00877_,6.6
_01130_,6.6
_01663_,6.6
_01718_,6.6
_01737_,6.6
_02103_,6.6
_02253_,6.6
_04429_,6.6
_04483_,6.6
_04956_,6.6
_05380_,6.6
_05682_,6.6
_05788_,6.6
_05820_,6.6
_05930_,6.6
_06026_,6.6
_06952_,6.6
_07222_,6.6
acc\[11\]\[9\],6.6
acc\[13\]\[11\],6.6
_05413_,6.59
_03205_,6.585
_00428_,6.57
_00835_,6.57
_02628_,6.57
filter_in[12],6.55
_01211_,6.54
_02034_,6.54
_02658_,6.54
_02967_,6.54
_03139_,6.54
_04177_,6.54
_05553_,6.54
_05792_,6.54
_06105_,6.54
_06954_,6.54
_07066_,6.54
_01493_,6.52
_01500_,6.52
_02146_,6.52
_02480_,6.52
_02856_,6.52
_03081_,6.52
_03673_,6.52
_04314_,6.52
_04501_,6.52
_04530_,6.52
_04684_,6.52
_05241_,6.52
_05507_,6.52
_05632_,6.52
_05635_,6.52
_06037_,6.52
_06074_,6.52
_06197_,6.52
_06727_,6.52
_07038_,6.52
_00771_,6.5
_04477_,6.5
_06454_,6.5
_06748_,6.5
_07122_,6.5
_04693_,6.49
_00304_,6.48
_01528_,6.48
_03217_,6.48
_05333_,6.48
_06462_,6.48
_00677_,6.45
filter_out[9],6.45
_05492_,6.44
_00327_,6.42
_00328_,6.42
_01799_,6.42
_02298_,6.42
_03310_,6.42
_04049_,6.42
_07104_,6.42
_02985_,6.41
_00143_,6.4
_01108_,6.4
_01666_,6.4
_01670_,6.4
_01868_,6.4
_02012_,6.4
_02301_,6.4
_02741_,6.4
_02802_,6.4
_03007_,6.4
_03049_,6.4
_03425_,6.4
_03453_,6.4
_03867_,6.4
_04480_,6.4
_04565_,6.4
_04568_,6.4
_04616_,6.4
_04759_,6.4
_04892_,6.4
_05044_,6.4
_05122_,6.4
_05128_,6.4
_05775_,6.4
_05802_,6.4
_05874_,6.4
_06165_,6.4
_06857_,6.4
_00039_,6.38
_00145_,6.38
_00374_,6.38
_00765_,6.38
_01494_,6.38
_05271_,6.38
_04436_,6.37
_00857_,6.36
_04516_,6.36
_06303_,6.36
_06563_,6.36
acc\[10\]\[7\],6.355
_02798_,6.335
_00300_,6.32
_02328_,6.32
_02425_,6.32
_02926_,6.32
_03653_,6.32
_03772_,6.32
_03839_,6.32
_04975_,6.32
_05152_,6.32
_05744_,6.32
_06300_,6.32
_07106_,6.32
_02616_,6.315
_00227_,6.3
_00270_,6.3
_00287_,6.3
_01210_,6.3
_01290_,6.3
_02191_,6.3
_02566_,6.3
_02629_,6.3
_03116_,6.3
_03342_,6.3
_03347_,6.3
_03468_,6.3
_04114_,6.3
_04784_,6.3
_05225_,6.3
_05407_,6.3
_05434_,6.3
_05542_,6.3
_05753_,6.3
_05880_,6.3
_05996_,6.3
_06057_,6.3
_06125_,6.3
_06350_,6.3
_06581_,6.3
_07178_,6.3
_02812_,6.29
_05735_,6.29
_00938_,6.28
_02079_,6.28
_02418_,6.28
_03381_,6.28
_04924_,6.28
_06355_,6.28
_06361_,6.28
_06375_,6.28
_06932_,6.28
_00293_,6.26
_00316_,6.26
_01126_,6.26
_02001_,6.26
_02102_,6.26
_02171_,6.26
_02416_,6.26
_02739_,6.26
_03585_,6.26
_04270_,6.26
_04289_,6.26
_04345_,6.26
_04456_,6.26
_04644_,6.26
_05049_,6.26
_05168_,6.26
_05194_,6.26
_05316_,6.26
_05707_,6.26
_06089_,6.26
_06222_,6.26
_06233_,6.26
_06926_,6.26
acc\[14\]\[29\],6.26
_01466_,6.235
_01512_,6.2
_02550_,6.2
_02775_,6.2
_03024_,6.2
_03230_,6.2
_03446_,6.2
_03478_,6.2
_04490_,6.2
_05895_,6.2
_06312_,6.2
_07092_,6.2
acc\[6\]\[15\],6.2
_00908_,6.18
_00983_,6.18
_01321_,6.18
_01407_,6.18
_01907_,6.18
_02015_,6.18
_02139_,6.18
_02241_,6.18
_02315_,6.18
_02358_,6.18
_02401_,6.18
_02665_,6.18
_02902_,6.18
_03002_,6.18
_03683_,6.18
_03957_,6.18
_04011_,6.18
_04123_,6.18
_04169_,6.18
_04246_,6.18
_04307_,6.18
_04498_,6.18
_04524_,6.18
_04575_,6.18
_04813_,6.18
_04822_,6.18
_05116_,6.18
_05192_,6.18
_05328_,6.18
_05383_,6.18
_05429_,6.18
_05451_,6.18
_05483_,6.18
_05598_,6.18
_05943_,6.18
_06095_,6.18
_06098_,6.18
_06200_,6.18
_06349_,6.18
_06720_,6.18
_07099_,6.18
acc\[0\]\[11\],6.18
acc\[6\]\[30\],6.18
_00258_,6.16
_03657_,6.16
_03738_,6.16
_05771_,6.16
_06085_,6.16
_06761_,6.16
_00008_,6.145
_00378_,6.14
_00926_,6.14
_00936_,6.14
_00944_,6.14
_01034_,6.14
_01161_,6.14
_01237_,6.14
_01364_,6.14
_01371_,6.14
_01609_,6.14
_01626_,6.14
_02014_,6.14
_02176_,6.14
_02455_,6.14
_03474_,6.14
_03876_,6.14
_04344_,6.14
_04437_,6.14
_04545_,6.14
_04885_,6.14
_05325_,6.14
_05339_,6.14
_05676_,6.14
_06131_,6.14
_06170_,6.14
_06442_,6.14
_06790_,6.14
_07189_,6.14
_03669_,6.115
filter_out[21],6.11
filter_out[8],6.11
_01636_,6.08
_01710_,6.08
_02524_,6.08
_02530_,6.08
_03546_,6.08
_03580_,6.08
_04663_,6.08
_05581_,6.08
_06100_,6.08
_06139_,6.08
_06379_,6.08
acc\[12\]\[21\],6.08
_00485_,6.07
_00061_,6.06
_00095_,6.06
_00131_,6.06
_00933_,6.06
_00955_,6.06
_01021_,6.06
_01112_,6.06
_01589_,6.06
_01748_,6.06
_01957_,6.06
_01968_,6.06
_02286_,6.06
_02344_,6.06
_02772_,6.06
_03013_,6.06
_03288_,6.06
_04260_,6.06
_04415_,6.06
_04488_,6.06
_04743_,6.06
_04882_,6.06
_05050_,6.06
_05600_,6.06
_05786_,6.06
_05829_,6.06
_05939_,6.06
_05975_,6.06
_05984_,6.06
_06016_,6.06
_06548_,6.06
_06937_,6.06
_07013_,6.06
acc\[11\]\[5\],6.06
acc\[6\]\[19\],6.06
_02669_,6.04
_04454_,6.04
_05334_,6.04
_00030_,6.02
_00356_,6.02
_00560_,6.02
_00759_,6.02
_00812_,6.02
_00834_,6.02
_04372_,6.02
_06041_,6.02
_06711_,5.98
_00203_,5.96
_00240_,5.96
_00352_,5.96
_02936_,5.96
_03179_,5.96
_04159_,5.96
_05864_,5.96
acc\[1\]\[15\],5.95
_00390_,5.945
_00872_,5.94
_01041_,5.94
_01426_,5.94
_01963_,5.94
_02570_,5.94
_03068_,5.94
_03716_,5.94
_03808_,5.94
_04702_,5.94
_04862_,5.94
_04990_,5.94
_05020_,5.94
_05567_,5.94
_05611_,5.94
_05629_,5.94
_05653_,5.94
_05959_,5.94
_06088_,5.94
_07025_,5.94
_00045_,5.92
_00060_,5.92
_00303_,5.92
_05732_,5.92
_00672_,5.91
_06956_,5.9
_00794_,5.89
filter_in[6],5.87
_00924_,5.86
_00990_,5.86
_01289_,5.86
_02242_,5.86
_02247_,5.86
_03675_,5.86
_03705_,5.86
_04047_,5.86
_04277_,5.86
_04788_,5.86
_04973_,5.86
_05587_,5.86
_05644_,5.86
_05704_,5.86
_07200_,5.86
_00472_,5.85
_00640_,5.85
_00284_,5.84
_00326_,5.84
_00332_,5.84
_01006_,5.84
_01212_,5.84
_01385_,5.84
_01501_,5.84
_01820_,5.84
_02104_,5.84
_02835_,5.84
_02913_,5.84
_02978_,5.84
_03004_,5.84
_03428_,5.84
_03528_,5.84
_03793_,5.84
_03951_,5.84
_03984_,5.84
_04037_,5.84
_04342_,5.84
_04846_,5.84
_04895_,5.84
_04965_,5.84
_05074_,5.84
_05083_,5.84
_05088_,5.84
_05530_,5.84
_05738_,5.84
_05785_,5.84
_06118_,5.84
_06151_,5.84
_06498_,5.84
_06680_,5.84
_06681_,5.84
_06819_,5.84
_07084_,5.84
_07186_,5.84
acc\[0\]\[20\],5.84
acc\[12\]\[8\],5.84
acc\[14\]\[24\],5.84
acc\[14\]\[8\],5.84
acc\[6\]\[14\],5.84
acc\[6\]\[18\],5.84
_04710_,5.83
_00883_,5.82
_00951_,5.82
_03216_,5.82
_04278_,5.82
_06672_,5.82
_07078_,5.82
acc\[10\]\[16\],5.82
_00179_,5.8
_00886_,5.8
_01335_,5.8
_01554_,5.8
_01584_,5.8
_01721_,5.8
_02111_,5.8
_02696_,5.8
_02815_,5.8
_03500_,5.8
_03963_,5.8
_04479_,5.8
_04753_,5.8
_04949_,5.8
_05011_,5.8
_05034_,5.8
_05395_,5.8
_05398_,5.8
_06038_,5.8
_06060_,5.8
_06071_,5.8
_06523_,5.8
_06732_,5.8
acc\[13\]\[10\],5.8
acc\[14\]\[4\],5.78
filter_out[30],5.77
_00786_,5.75
_03709_,5.74
_04377_,5.74
_04625_,5.74
_04883_,5.74
_05481_,5.74
_05701_,5.74
acc\[4\]\[16\],5.74
_03676_,5.73
_00254_,5.72
_01019_,5.72
_01171_,5.72
_01172_,5.72
_01233_,5.72
_01410_,5.72
_01420_,5.72
_01866_,5.72
_01941_,5.72
_02041_,5.72
_02606_,5.72
_02651_,5.72
_02809_,5.72
_03727_,5.72
_04414_,5.72
_04547_,5.72
_04637_,5.72
_04914_,5.72
_05009_,5.72
_05036_,5.72
_05142_,5.72
_05259_,5.72
_05282_,5.72
_05527_,5.72
_05575_,5.72
_05677_,5.72
_06329_,5.72
_06393_,5.72
_06460_,5.72
_06679_,5.72
_06707_,5.72
_06780_,5.72
_06782_,5.72
_06823_,5.72
_06832_,5.72
_07111_,5.72
_07128_,5.72
_07196_,5.72
acc\[0\]\[8\],5.72
acc\[13\]\[6\],5.72
acc\[6\]\[7\],5.72
net65,5.72
_01129_,5.7
_02353_,5.7
_06580_,5.7
_01708_,5.68
_02821_,5.68
_02996_,5.68
_03196_,5.68
_03518_,5.68
_05118_,5.68
_05125_,5.68
_05209_,5.68
_05222_,5.68
_05296_,5.68
_05502_,5.68
_05933_,5.68
_06017_,5.68
_06162_,5.68
_06190_,5.68
_06297_,5.68
_06582_,5.68
_06642_,5.68
_06908_,5.68
acc\[11\]\[10\],5.68
acc\[1\]\[9\],5.68
acc\[5\]\[16\],5.68
_00271_,5.62
_03589_,5.62
_03911_,5.62
_05274_,5.62
_05455_,5.62
_07112_,5.62
acc\[13\]\[13\],5.62
_00691_,5.6
_00804_,5.6
_00980_,5.6
_01132_,5.6
_01401_,5.6
_02158_,5.6
_02352_,5.6
_02393_,5.6
_02410_,5.6
_02520_,5.6
_02579_,5.6
_02761_,5.6
_03157_,5.6
_03242_,5.6
_03348_,5.6
_03526_,5.6
_03572_,5.6
_04050_,5.6
_04086_,5.6
_04500_,5.6
_04566_,5.6
_04647_,5.6
_04850_,5.6
_04954_,5.6
_05091_,5.6
_05516_,5.6
_06234_,5.6
_06437_,5.6
_06901_,5.6
_07184_,5.6
_00781_,5.58
_03354_,5.58
_04727_,5.58
_05709_,5.58
_07123_,5.58
_00090_,5.56
_00417_,5.56
_00466_,5.56
_00593_,5.56
_00599_,5.56
_00684_,5.56
_06154_,5.56
_00334_,5.52
_06081_,5.52
_07119_,5.52
_00098_,5.5
_00169_,5.5
_00391_,5.5
_00732_,5.5
_00724_,5.48
_02394_,5.48
_02504_,5.48
_02931_,5.48
_03164_,5.48
_04242_,5.48
_04869_,5.48
_05374_,5.48
_05488_,5.48
_05578_,5.48
_05998_,5.48
_06629_,5.48
_06970_,5.48
acc\[6\]\[11\],5.48
_00266_,5.46
_00351_,5.46
_00363_,5.46
_03359_,5.46
_05338_,5.46
_05089_,5.45
_01566_,5.435
_00344_,5.4
_00349_,5.4
_01192_,5.4
_01311_,5.4
_01319_,5.4
_01431_,5.4
_02060_,5.4
_02119_,5.4
_02599_,5.4
_03050_,5.4
_03922_,5.4
_04739_,5.4
_04923_,5.4
_05955_,5.4
_06475_,5.4
_07034_,5.4
_07227_,5.4
net62,5.4
_00785_,5.39
_00137_,5.385
_00123_,5.38
_00973_,5.38
_01678_,5.38
_01699_,5.38
_01827_,5.38
_01911_,5.38
_01976_,5.38
_02372_,5.38
_02412_,5.38
_02529_,5.38
_02738_,5.38
_02840_,5.38
_02893_,5.38
_03226_,5.38
_03378_,5.38
_03561_,5.38
_03591_,5.38
_03889_,5.38
_04399_,5.38
_04971_,5.38
_05124_,5.38
_05855_,5.38
_05945_,5.38
_06114_,5.38
_06180_,5.38
_06203_,5.38
_06695_,5.38
_06760_,5.38
_06878_,5.38
_06979_,5.38
acc\[11\]\[31\],5.38
net52,5.38
_01616_,5.36
_02544_,5.36
_02954_,5.36
_03506_,5.36
_03565_,5.36
_03748_,5.36
_03925_,5.36
_04090_,5.36
_04355_,5.36
_04623_,5.36
_05093_,5.36
_06718_,5.36
_00087_,5.34
_00190_,5.34
_00220_,5.34
_00277_,5.34
_00368_,5.34
_01644_,5.34
_02224_,5.34
_03416_,5.34
_03569_,5.34
_04386_,5.34
_04841_,5.34
_05471_,5.34
_05597_,5.34
_05887_,5.34
_06030_,5.34
_06224_,5.34
_06432_,5.34
_06552_,5.34
_06649_,5.34
_07172_,5.34
_00456_,5.33
_00682_,5.33
_05765_,5.33
_01252_,5.28
_01669_,5.28
_02029_,5.28
_02319_,5.28
_02710_,5.28
_02746_,5.28
_02780_,5.28
_02791_,5.28
_03644_,5.28
_04669_,5.28
_04735_,5.28
_05491_,5.28
_05625_,5.28
_05724_,5.28
_06008_,5.28
_06659_,5.28
_06835_,5.28
_07015_,5.28
_07075_,5.28
_00029_,5.26
_00373_,5.26
_00874_,5.26
_01094_,5.26
_01200_,5.26
_01739_,5.26
_01983_,5.26
_02201_,5.26
_02263_,5.26
_02481_,5.26
_02604_,5.26
_03456_,5.26
_03465_,5.26
_03470_,5.26
_03629_,5.26
_03639_,5.26
_03907_,5.26
_03912_,5.26
_03931_,5.26
_03964_,5.26
_04004_,5.26
_04029_,5.26
_04140_,5.26
_04282_,5.26
_04682_,5.26
_05090_,5.26
_05133_,5.26
_05412_,5.26
_05426_,5.26
_05508_,5.26
_05564_,5.26
_06007_,5.26
_06065_,5.26
_06069_,5.26
_06299_,5.26
_06673_,5.26
_06738_,5.26
_06793_,5.26
_07053_,5.26
acc\[7\]\[4\],5.26
_02704_,5.24
_03119_,5.24
_03846_,5.24
_04520_,5.24
_00398_,5.22
_00940_,5.22
_01752_,5.22
_01908_,5.22
_02557_,5.22
_02649_,5.22
_02966_,5.22
_03061_,5.22
_03504_,5.22
_03926_,5.22
_04264_,5.22
_04276_,5.22
_04316_,5.22
_05100_,5.22
_05189_,5.22
_05294_,5.22
_05324_,5.22
_05376_,5.22
_05396_,5.22
_05457_,5.22
_05519_,5.22
_05894_,5.22
_05934_,5.22
_06296_,5.22
_06315_,5.22
_06429_,5.22
_06510_,5.22
_06538_,5.22
_06648_,5.22
_01987_,5.21
_01561_,5.16
_02806_,5.16
_03236_,5.16
_03461_,5.16
_03558_,5.16
_05555_,5.16
_06140_,5.16
_06425_,5.16
_07167_,5.16
_06528_,5.155
_00367_,5.14
_01367_,5.14
_01404_,5.14
_01625_,5.14
_02016_,5.14
_02284_,5.14
_02288_,5.14
_02536_,5.14
_02718_,5.14
_03147_,5.14
_03325_,5.14
_03730_,5.14
_03796_,5.14
_04042_,5.14
_05269_,5.14
_05672_,5.14
_05853_,5.14
_06064_,5.14
_06392_,5.14
_07045_,5.14
_07052_,5.14
_00439_,5.1
_00509_,5.1
_00707_,5.1
_05517_,5.1
_05973_,5.1
_00072_,5.065
_00364_,5.065
_05319_,5.06
_05549_,5.06
_06339_,5.06
acc\[14\]\[15\],5.06
_05018_,5.04
_00125_,5.02
_01000_,5.02
_01139_,5.02
_01221_,5.02
_01564_,5.02
_01697_,5.02
_02228_,5.02
_02744_,5.02
_02962_,5.02
_04993_,5.02
_05312_,5.02
acc\[6\]\[4\],5.02
_00005_,5
_00040_,5
_00164_,5
_00235_,5
_00257_,5
_00343_,5
_07033_,4.99
_00629_,4.985
_02490_,4.985
_02493_,4.975
_00659_,4.97
_00821_,4.97
_01830_,4.97
_04097_,4.96
_00104_,4.94
_00122_,4.94
_00231_,4.94
_01307_,4.94
_01728_,4.94
_02476_,4.94
_02593_,4.94
_02994_,4.94
_03099_,4.94
_03357_,4.94
_03723_,4.94
_03763_,4.94
_03916_,4.94
_04297_,4.94
_04351_,4.94
_04527_,4.94
_04749_,4.94
_04939_,4.94
_05066_,4.94
_05177_,4.94
_05875_,4.94
_06870_,4.94
_06897_,4.94
_07148_,4.94
_07239_,4.94
_00702_,4.93
_00085_,4.92
_00133_,4.92
_00247_,4.92
_00302_,4.92
_00346_,4.92
_01024_,4.92
_01080_,4.92
_01118_,4.92
_01142_,4.92
_01194_,4.92
_01394_,4.92
_01427_,4.92
_01766_,4.92
_01773_,4.92
_02006_,4.92
_02323_,4.92
_02526_,4.92
_02779_,4.92
_03458_,4.92
_04002_,4.92
_04015_,4.92
_04101_,4.92
_04193_,4.92
_04194_,4.92
_04313_,4.92
_04492_,4.92
_04643_,4.92
_04872_,4.92
_05085_,4.92
_05733_,4.92
_05773_,4.92
_05832_,4.92
_05843_,4.92
_05884_,4.92
_05897_,4.92
_06126_,4.92
_06184_,4.92
_06259_,4.92
_06536_,4.92
_06678_,4.92
_06719_,4.92
_06965_,4.92
_07047_,4.92
_07115_,4.92
_07204_,4.92
acc\[10\]\[21\],4.92
_02261_,4.9
_02300_,4.9
_05137_,4.9
_05909_,4.9
_00046_,4.88
_00201_,4.88
_00964_,4.88
_01366_,4.88
_01434_,4.88
_01932_,4.88
_02155_,4.88
_03182_,4.88
_03990_,4.88
_04026_,4.88
_04030_,4.88
_04299_,4.88
_04330_,4.88
_04343_,4.88
_04346_,4.88
_04851_,4.88
_05418_,4.88
_05736_,4.88
_06003_,4.88
_06027_,4.88
_06237_,4.88
_06282_,4.88
_06288_,4.88
_06524_,4.88
_06896_,4.88
_07019_,4.88
_00748_,4.87
filter_in[7],4.85
filter_in[8],4.85
_01058_,4.845
_05720_,4.84
_01747_,4.82
_02134_,4.82
_03264_,4.82
_03268_,4.82
_03620_,4.82
_04046_,4.82
_04754_,4.82
_04781_,4.82
_05019_,4.82
_05110_,4.82
_05392_,4.82
_05589_,4.82
_05593_,4.82
_06277_,4.82
_06373_,4.82
_06744_,4.82
acc\[4\]\[14\],4.82
_00070_,4.8
_01160_,4.8
_01223_,4.8
_01534_,4.8
_01658_,4.8
_02044_,4.8
_02140_,4.8
_02366_,4.8
_02525_,4.8
_02626_,4.8
_02844_,4.8
_02974_,4.8
_03118_,4.8
_03224_,4.8
_03261_,4.8
_03476_,4.8
_03501_,4.8
_03563_,4.8
_03607_,4.8
_03628_,4.8
_03895_,4.8
_03958_,4.8
_04156_,4.8
_04265_,4.8
_04275_,4.8
_04400_,4.8
_04656_,4.8
_04721_,4.8
_04799_,4.8
_04879_,4.8
_05067_,4.8
_05134_,4.8
_05205_,4.8
_05365_,4.8
_05420_,4.8
_05474_,4.8
_05528_,4.8
_05877_,4.8
_05937_,4.8
_05990_,4.8
_06167_,4.8
_06307_,4.8
_06394_,4.8
_06493_,4.8
_06507_,4.8
_06541_,4.8
_06589_,4.8
_06651_,4.8
_06705_,4.8
_06743_,4.8
_06812_,4.8
_06856_,4.8
_06968_,4.8
_01460_,4.79
_02198_,4.78
_03173_,4.78
_03279_,4.78
_05716_,4.775
_00052_,4.765
_00109_,4.765
_01042_,4.76
_01572_,4.76
_01696_,4.76
_02464_,4.76
_03203_,4.76
_03893_,4.76
_03933_,4.76
_04303_,4.76
_04556_,4.76
_04595_,4.76
_05302_,4.76
_06261_,4.76
_06263_,4.76
_06265_,4.76
_07107_,4.76
acc\[1\]\[22\],4.76
acc\[2\]\[15\],4.76
acc\[6\]\[9\],4.76
_00792_,4.73
_01167_,4.7
_01831_,4.7
_02074_,4.7
_02979_,4.7
_04755_,4.7
_04774_,4.7
_05166_,4.7
_05463_,4.7
_05718_,4.7
_07072_,4.7
_07165_,4.7
_00253_,4.68
_00493_,4.68
_00520_,4.68
_00559_,4.68
_00591_,4.68
_00604_,4.68
_00722_,4.68
_01463_,4.68
_01571_,4.68
_01605_,4.68
_01906_,4.68
_01918_,4.68
_02415_,4.68
_02507_,4.68
_02528_,4.68
_03707_,4.68
_04216_,4.68
_04224_,4.68
_04558_,4.68
_04733_,4.68
_04804_,4.68
_06004_,4.68
_06087_,4.68
_06377_,4.68
_06411_,4.68
_07000_,4.66
acc\[12\]\[24\],4.66
_00268_,4.6
_01263_,4.6
_02373_,4.6
_04410_,4.6
_05433_,4.6
_00339_,4.58
_00727_,4.58
_00805_,4.58
_02563_,4.58
_04617_,4.58
_05231_,4.58
_05276_,4.58
_06385_,4.58
_01029_,4.56
_01253_,4.56
_01821_,4.56
_02813_,4.56
_03252_,4.56
_04066_,4.56
_04164_,4.56
_04665_,4.56
_04689_,4.56
_05257_,4.56
_05272_,4.56
_06487_,4.56
_06891_,4.56
_07030_,4.56
_00019_,4.54
_00102_,4.54
_00243_,4.54
_00536_,4.54
_04795_,4.54
_00735_,4.51
_00142_,4.48
_01082_,4.48
_01095_,4.48
_01870_,4.48
_02700_,4.48
_03011_,4.48
_03125_,4.48
_03355_,4.48
_03472_,4.48
_03549_,4.48
_04865_,4.48
_04893_,4.48
_05476_,4.48
_05618_,4.48
_05689_,4.48
_00022_,4.46
_00119_,4.46
_00182_,4.46
_00198_,4.46
_00267_,4.46
_00288_,4.46
_00897_,4.46
_01514_,4.46
_01724_,4.46
_01750_,4.46
_01832_,4.46
_01910_,4.46
_02040_,4.46
_02069_,4.46
_02147_,4.46
_03000_,4.46
_03129_,4.46
_03243_,4.46
_03367_,4.46
_03373_,4.46
_04223_,4.46
_04328_,4.46
_04403_,4.46
_04458_,4.46
_04537_,4.46
_04588_,4.46
_04642_,4.46
_04692_,4.46
_04720_,4.46
_04881_,4.46
_05249_,4.46
_05292_,4.46
_05315_,4.46
